atleta_id,nome,clube,clube_id,posicao,posicao_id,status,pontos_num,preco_num,variacao_num,media_num,jogos_num,adversario,adversario_id,fator_casa,pontuacao_prevista,adversario_forca_def,adversario_forca_of,volatilidade,prob_vitoria,custo_beneficio
132553,Jemmes,Mirassol,2305,Zagueiro,3,Provável,0,5.54,-0.39,4.5,31,Santos,277,-1,4.5,3,3,3.3347663586324408,0.2656212877167973,0.8122743682310469
132071,Serna,Fluminense,266,Atacante,5,Provável,0,7.05,-0.48,4.47,27,Flamengo,262,1,4.47,4,5,4.143518606057712,0.4283571588069989,0.6340425531914894
37281,Mano Menezes,Grêmio,284,Técnico,6,Provável,0,9.46,0.12,5.11,27,Vasco,267,1,5.11,3,3,2.6021698032082887,0.4810982048574446,0.540169133192389
136306,Luis Otávio,Internacional,285,Meia,4,Provável,0,2.42,-0.26,1.8,17,Ceará,354,-1,1.8,2,2,2.0895573693966867,0.2838847385272145,0.7438016528925621
139076,Filipe Luís,Flamengo,262,Técnico,6,Provável,0,12.52,0.25,6.9,32,Fluminense,266,-1,6.9,2,2,3.1626798367839895,0.3099376029593303,0.5511182108626198
140492,João Victor,Flamengo,262,Zagueiro,3,Provável,0,3.63,0.0,4.7,1,Fluminense,266,-1,4.7,2,2,2.0,0.3099376029593303,1.2947658402203857
37457,Léo Condé,Ceará,354,Técnico,6,Provável,0,8.98,0.65,5.34,30,Internacional,285,1,5.34,4,3,2.8220970603758158,0.4123087869085734,0.5946547884187082
141763,Fabiano Souza,Ceará,354,Lateral,2,Provável,0,7.58,1.02,4.13,27,Internacional,285,1,4.13,4,3,3.1963921969813214,0.4123087869085734,0.5448548812664907
142004,Amuzu,Grêmio,284,Atacante,5,Provável,0,5.18,0.21,3.14,19,Vasco,267,1,3.14,3,3,3.6522763869972303,0.4810982048574446,0.6061776061776062
142279,Nuno Moreira,Vasco,267,Atacante,5,Provável,0,8.07,0.58,4.49,29,Grêmio,284,-1,4.49,2,3,4.326527749192419,0.2575290390707497,0.5563816604708798
143194,Martín Palermo,Fortaleza,356,Técnico,6,Provável,0,10.48,0.07,5.35,11,Bahia,265,-1,5.35,3,4,2.649019029411042,0.2163943305949264,0.5104961832061068
37656,Fábio,Fluminense,266,Goleiro,1,Provável,0,9.53,0.53,3.98,31,Flamengo,262,1,3.98,4,5,3.7969285832981723,0.4283571588069989,0.4176285414480588
38913,Nenê,Juventude,286,Meia,4,Provável,0,5.76,1.42,2.97,19,Cruzeiro,283,1,2.97,4,3,3.9633481622197606,0.5160341688839098,0.515625
37715,Thiago Silva,Fluminense,266,Zagueiro,3,Provável,0,8.78,-0.03,3.93,20,Flamengo,262,1,3.93,4,5,3.7268972561495084,0.4283571588069989,0.4476082004555809
42234,Cássio,Cruzeiro,283,Goleiro,1,Provável,0,10.75,-0.38,5.85,31,Juventude,286,-1,5.85,2,2,4.198322757780138,0.25878728469402046,0.5441860465116278
40990,Dorival Júnior,Corinthians,264,Técnico,6,Provável,0,9.9,-0.01,5.27,27,São Paulo,276,1,5.27,4,3,2.1450085716581118,0.3928095872170439,0.5323232323232323
51413,Walter,Mirassol,2305,Goleiro,1,Provável,0,10.53,0.13,6.58,24,Santos,277,-1,6.58,3,3,4.653405718676236,0.2656212877167973,0.6248812915479582
63013,Marcos Rocha,Grêmio,284,Lateral,2,Provável,0,9.61,0.0,6.43,7,Vasco,267,1,6.43,3,3,4.077464197968424,0.4810982048574446,0.6690946930280958
51772,Everton Ribeiro,Bahia,265,Meia,4,Provável,0,7.76,0.31,4.06,25,Fortaleza,356,1,4.06,4,4,3.253341871573495,0.6138846258012097,0.5231958762886597
63007,Neymar,Santos,277,Meia,4,Provável,0,13.67,-1.11,4.88,15,Mirassol,2305,1,4.88,2,2,5.376651462795497,0.22475647422190545,0.35698610095098754
68685,Alan Patrick,Internacional,285,Meia,4,Provável,0,12.52,-0.23,5.94,25,Ceará,354,-1,5.94,2,2,4.9799364119099625,0.2838847385272145,0.47444089456869015
68708,Eduardo,Cruzeiro,283,Meia,4,Provável,0,3.08,-0.18,1.28,26,Juventude,286,-1,1.28,2,2,3.1272597983144674,0.25878728469402046,0.41558441558441556
68899,Philippe Coutinho,Vasco,267,Meia,4,Provável,0,9.59,0.48,4.44,25,Grêmio,284,-1,4.44,2,3,4.063557554655772,0.2575290390707497,0.46298227320125135
68928,Rafael,São Paulo,276,Goleiro,1,Provável,0,9.23,0.15,4.98,30,Corinthians,264,-1,4.98,3,2,4.466046877568984,0.31424766977363516,0.5395449620801733
68996,Willian José,Bahia,265,Atacante,5,Provável,0,9.53,1.9,4.99,26,Fortaleza,356,1,4.99,4,4,5.931589487325791,0.6138846258012097,0.5236096537250787
71162,Vina,Ceará,354,Meia,4,Provável,0,5.1,0.0,2.2,11,Internacional,285,1,2.2,4,3,2.014447815159281,0.4123087869085734,0.4313725490196079
71536,Luiz Gustavo,São Paulo,276,Meia,4,Provável,0,8.25,-0.59,3.8,7,Corinthians,264,-1,3.8,3,2,3.8043834366863356,0.31424766977363516,0.4606060606060606
72018,Tiago Volpi,Grêmio,284,Goleiro,1,Provável,0,7.77,0.33,4.18,26,Vasco,267,1,4.18,3,3,3.9336809928928087,0.4810982048574446,0.5379665379665379
72951,Mercado,Internacional,285,Zagueiro,3,Provável,0,5.43,-0.69,2.7,8,Ceará,354,-1,2.7,2,2,2.321944997502863,0.2838847385272145,0.49723756906077354
72391,Fernando Diniz,Vasco,267,Técnico,6,Provável,0,9.59,0.07,5.51,23,Grêmio,284,-1,5.51,2,3,3.1399430666078105,0.2575290390707497,0.5745568300312826
72583,Pedro Henrique,Ceará,354,Atacante,5,Provável,0,7.73,0.14,4.39,23,Internacional,285,1,4.39,4,3,4.542756907012033,0.4123087869085734,0.5679172056921086
73384,Samuel Xavier,Fluminense,266,Lateral,2,Provável,0,9.59,-0.57,5.51,22,Flamengo,262,1,5.51,4,5,5.3338013863882505,0.4283571588069989,0.5745568300312826
77485,Carrillo,Corinthians,264,Meia,4,Provável,0,5.54,0.0,2.5,18,São Paulo,276,1,2.5,4,3,3.0749249419608295,0.3928095872170439,0.45126353790613716
77777,João Schmidt,Santos,277,Meia,4,Provável,0,4.83,0.4,2.25,25,Mirassol,2305,1,2.25,2,2,2.7673693886673916,0.22475647422190545,0.4658385093167702
73515,Gabriel,Mirassol,2305,Meia,4,Provável,0,6.84,1.34,3.16,21,Santos,277,-1,3.16,3,3,3.8791076538910585,0.2656212877167973,0.4619883040935673
78445,Renê,Fluminense,266,Lateral,2,Provável,0,10.89,0.69,6.59,22,Flamengo,262,1,6.59,4,5,4.928969492676969,0.4283571588069989,0.6051423324150597
78117,Everaldo,Fluminense,266,Atacante,5,Provável,0,3.38,-0.05,1.56,23,Flamengo,262,1,1.56,4,5,3.0688863193521394,0.4283571588069989,0.46153846153846156
78248,Gustavo Henrique,Corinthians,264,Zagueiro,3,Provável,0,7.13,0.49,4.06,19,São Paulo,276,1,4.06,4,3,4.277617525668515,0.3928095872170439,0.5694249649368863
79266,Bruno Ferreira,Ceará,354,Goleiro,1,Provável,0,7.45,1.14,4.29,24,Internacional,285,1,4.29,4,3,4.28074345093859,0.4123087869085734,0.5758389261744966
78850,Reinaldo,Mirassol,2305,Lateral,2,Provável,0,11.71,1.24,7.82,29,Santos,277,-1,7.82,3,3,6.940478823929854,0.2656212877167973,0.667805294619983
78478,Willian Arão,Santos,277,Meia,4,Provável,0,5.63,-0.13,1.98,7,Mirassol,2305,1,1.98,2,2,1.2654756305154877,0.22475647422190545,0.35168738898756663
79701,Lucas Silva,Cruzeiro,283,Meia,4,Provável,0,4.39,0.0,2.23,30,Juventude,286,-1,2.23,2,2,3.382376570455723,0.25878728469402046,0.5079726651480638
80061,Saúl,Flamengo,262,Meia,4,Provável,0,9.05,-0.42,4.05,13,Fluminense,266,-1,4.05,2,2,3.4553377511263603,0.3099376029593303,0.4475138121546961
80287,Luciano,São Paulo,276,Atacante,5,Provável,0,9.66,-0.81,5.77,27,Corinthians,264,-1,5.77,3,2,5.869356415259234,0.31424766977363516,0.5973084886128364
81845,Alisson,São Paulo,276,Meia,4,Provável,0,4.36,0.12,1.77,26,Corinthians,264,-1,1.77,3,2,1.7943672550940757,0.31424766977363516,0.40596330275229353
82455,Zé Rafael,Santos,277,Meia,4,Provável,0,8.39,0.34,4.82,22,Mirassol,2305,1,4.82,2,2,3.34121902735283,0.22475647422190545,0.5744934445768772
82627,Luiz Araújo,Flamengo,262,Atacante,5,Provável,0,8.45,-0.05,4.55,30,Fluminense,266,-1,4.55,2,2,4.95543820626309,0.3099376029593303,0.5384615384615384
82775,Lucas Ramon,Mirassol,2305,Lateral,2,Provável,0,9.34,0.64,5.83,25,Santos,277,-1,5.83,3,3,4.271697554836953,0.2656212877167973,0.6241970021413277
82639,Marcelo Hermes,Juventude,286,Lateral,2,Provável,0,8.37,-0.16,5.41,15,Cruzeiro,283,1,5.41,4,3,2.7724323170063054,0.5160341688839098,0.6463560334528077
83257,Gabriel,Cruzeiro,283,Atacante,5,Provável,0,6.38,-0.12,3.19,26,Juventude,286,-1,3.19,2,2,5.244298002446231,0.25878728469402046,0.5
83528,Léo Pereira,Flamengo,262,Zagueiro,3,Provável,0,9.78,0.86,4.86,29,Fluminense,266,-1,4.86,2,2,3.154873468300309,0.3099376029593303,0.4969325153374234
84558,Lucas Romero,Cruzeiro,283,Meia,4,Provável,0,7.35,-0.52,4.3,30,Juventude,286,-1,4.3,2,2,2.5901781769804457,0.25878728469402046,0.5850340136054422
85403,Danielzinho,Mirassol,2305,Meia,4,Provável,0,5.35,-0.08,3.01,30,Santos,277,-1,3.01,3,3,2.223448703687817,0.2656212877167973,0.5626168224299065
86508,Jandrei,Juventude,286,Goleiro,1,Provável,0,4.68,-0.57,2.2,12,Cruzeiro,283,1,2.2,4,3,4.204975407992083,0.5160341688839098,0.47008547008547014
86766,Matheus Rossetto,Fortaleza,356,Meia,4,Provável,0,2.69,-0.27,0.6,14,Bahia,265,-1,0.6,3,4,1.2609302339721478,0.2163943305949264,0.22304832713754646
86686,Tchê Tchê,Vasco,267,Meia,4,Provável,0,4.09,0.31,1.79,24,Grêmio,284,-1,1.79,2,3,2.3173221364449894,0.2575290390707497,0.43765281173594134
87008,Léo Jardim,Vasco,267,Goleiro,1,Provável,0,6.94,-0.84,3.78,29,Grêmio,284,-1,3.78,2,3,4.740881836866745,0.2575290390707497,0.5446685878962535
88136,Ivan,Internacional,285,Goleiro,1,Provável,0,7.14,-0.67,4.8,5,Ceará,354,-1,4.8,2,2,4.134610017885605,0.2838847385272145,0.6722689075630253
88393,Ayrton Lucas,Flamengo,262,Lateral,2,Provável,0,8.85,-0.26,4.75,15,Fluminense,266,-1,4.75,2,2,4.279819755884253,0.3099376029593303,0.536723163841808
88963,Leonardo Jardim,Cruzeiro,283,Técnico,6,Provável,0,11.0,-0.11,6.51,33,Juventude,286,-1,6.51,2,2,2.3453044643079988,0.25878728469402046,0.5918181818181818
89275,William,Cruzeiro,283,Lateral,2,Provável,0,15.15,-1.03,7.38,26,Juventude,286,-1,7.38,2,2,4.756947954955345,0.25878728469402046,0.4871287128712871
89846,Cristaldo,Grêmio,284,Meia,4,Provável,0,5.78,-0.06,2.19,24,Vasco,267,1,2.19,3,3,1.9969360588632787,0.4810982048574446,0.3788927335640138
90285,Bruno Henrique,Flamengo,262,Atacante,5,Provável,0,7.56,-0.22,3.16,27,Fluminense,266,-1,3.16,2,2,4.5878043460841615,0.3099376029593303,0.417989417989418
89837,Lucho Acosta,Fluminense,266,Meia,4,Provável,0,9.07,-0.9,5.13,10,Flamengo,262,1,5.13,4,5,4.65905331347236,0.4283571588069989,0.5656008820286659
89883,Dodi,Grêmio,284,Meia,4,Provável,0,3.76,-0.05,1.67,26,Vasco,267,1,1.67,3,3,2.986505547394042,0.4810982048574446,0.4441489361702128
90588,Caíque,Juventude,286,Meia,4,Provável,0,4.47,0.18,2.27,22,Cruzeiro,283,1,2.27,4,3,1.9033633935200625,0.5160341688839098,0.5078299776286354
90768,Fabrício Bruno,Cruzeiro,283,Zagueiro,3,Provável,0,10.01,0.04,5.22,29,Juventude,286,-1,5.22,2,2,4.026421359658878,0.25878728469402046,0.5214785214785215
90532,Arthur Melo,Grêmio,284,Meia,4,Provável,0,8.76,-0.11,3.94,10,Vasco,267,1,3.94,3,3,2.561336456704672,0.4810982048574446,0.4497716894977169
91101,Ronaldo,Bahia,265,Goleiro,1,Provável,0,6.95,0.15,4.86,21,Fortaleza,356,1,4.86,4,4,3.7686172783232035,0.6138846258012097,0.6992805755395683
91473,Erick Pulgar,Flamengo,262,Meia,4,Provável,0,5.59,-0.35,2.01,13,Fluminense,266,-1,2.01,2,2,2.691915722382529,0.3099376029593303,0.35957066189624326
91706,Marlon,Grêmio,284,Lateral,2,Provável,0,9.2,1.67,5.24,25,Vasco,267,1,5.24,3,3,3.8799570444357583,0.4810982048574446,0.5695652173913044
91908,Pavón,Grêmio,284,Atacante,5,Provável,0,4.69,0.0,2.35,21,Vasco,267,1,2.35,3,3,2.2412793965352322,0.4810982048574446,0.5010660980810234
91866,Zé Ivaldo,Santos,277,Zagueiro,3,Provável,0,5.98,-0.66,3.53,16,Mirassol,2305,1,3.53,2,2,4.349976053573935,0.22475647422190545,0.5903010033444815
92075,Ramón Díaz,Internacional,285,Técnico,6,Provável,0,9.24,0.43,5.11,13,Ceará,354,-1,5.11,2,2,2.918256196904109,0.2838847385272145,0.5530303030303031
93988,Breno Lopes,Fortaleza,356,Atacante,5,Provável,0,7.67,-0.24,4.59,24,Bahia,265,-1,4.59,3,4,4.071418582676351,0.2163943305949264,0.5984354628422425
95466,Igor Vinícius,Santos,277,Lateral,2,Provável,0,6.31,-0.55,3.38,18,Mirassol,2305,1,3.38,2,2,2.8313141594109696,0.22475647422190545,0.5356576862123613
95131,Gabriel Taliari,Juventude,286,Atacante,5,Provável,0,8.36,-0.71,4.05,27,Cruzeiro,283,1,4.05,4,3,4.398542882271298,0.5160341688839098,0.48444976076555024
91772,David Duarte,Bahia,265,Zagueiro,3,Provável,0,5.71,0.61,3.35,24,Fortaleza,356,1,3.35,4,4,3.393778621733205,0.6138846258012097,0.5866900175131349
97341,Rogério Ceni,Bahia,265,Técnico,6,Provável,0,9.34,0.29,5.5,31,Fortaleza,356,1,5.5,4,4,2.496269868739307,0.6138846258012097,0.588865096359743
97321,Alesson,Mirassol,2305,Atacante,5,Provável,0,6.61,0.49,4.11,19,Santos,277,-1,4.11,3,3,3.825583317521427,0.2656212877167973,0.6217851739788199
97460,João Victor,Mirassol,2305,Zagueiro,3,Provável,0,4.24,0.87,3.07,27,Santos,277,-1,3.07,3,3,3.029639904133484,0.2656212877167973,0.7240566037735848
96870,Emerson Royal,Flamengo,262,Lateral,2,Provável,0,10.84,0.0,6.08,12,Fluminense,266,-1,6.08,2,2,4.9392905268966425,0.3099376029593303,0.5608856088560886
104994,Wagner Leonardo,Grêmio,284,Zagueiro,3,Provável,0,6.34,0.0,2.94,24,Vasco,267,1,2.94,3,3,2.9071002535272106,0.4810982048574446,0.4637223974763407
97900,Vitão,Internacional,285,Zagueiro,3,Provável,0,6.75,0.1,2.97,25,Ceará,354,-1,2.97,2,2,3.728283787481849,0.2838847385272145,0.44
97899,Matheus Bahia,Ceará,354,Lateral,2,Provável,0,8.8,0.64,4.91,22,Internacional,285,1,4.91,4,3,4.249626925311093,0.4123087869085734,0.5579545454545455
98225,Pedro Raul,Ceará,354,Atacante,5,Provável,0,8.48,0.0,3.98,27,Internacional,285,1,3.98,4,3,3.798110191350565,0.4123087869085734,0.4693396226415094
98517,Jean Lucas,Bahia,265,Meia,4,Provável,0,6.67,-0.17,4.24,28,Fortaleza,356,1,4.24,4,4,3.997874766110445,0.6138846258012097,0.6356821589205398
98384,Negueba,Mirassol,2305,Atacante,5,Provável,0,5.6,0.3,4.17,26,Santos,277,-1,4.17,3,3,3.646283671820476,0.2656212877167973,0.7446428571428572
98873,Samuel Lino,Flamengo,262,Atacante,5,Provável,0,13.91,-0.75,6.31,16,Fluminense,266,-1,6.31,2,2,7.958140486319652,0.3099376029593303,0.4536304816678648
99213,Puma Rodríguez,Vasco,267,Lateral,2,Provável,0,5.68,-0.25,3.82,19,Grêmio,284,-1,3.82,2,3,3.7646400385538907,0.2575290390707497,0.6725352112676056
99267,Pochettino,Fortaleza,356,Meia,4,Provável,0,10.17,0.96,3.93,20,Bahia,265,-1,3.93,3,4,5.292385294483307,0.2163943305949264,0.3864306784660767
99198,Vegetti,Vasco,267,Atacante,5,Provável,0,13.4,-0.29,6.17,27,Grêmio,284,-1,6.17,2,3,6.2624849659474595,0.2575290390707497,0.46044776119402986
99552,Rossi,Flamengo,262,Goleiro,1,Provável,0,9.17,-0.13,5.72,32,Fluminense,266,-1,5.72,2,2,4.4106725403349225,0.3099376029593303,0.623773173391494
99889,Alan Franco,São Paulo,276,Zagueiro,3,Provável,0,6.19,-0.16,2.89,24,Corinthians,264,-1,2.89,3,2,3.211347633500366,0.31424766977363516,0.46688206785137315
99366,Luis Zubeldía,Fluminense,266,Técnico,6,Provável,0,8.67,-0.23,5.08,20,Flamengo,262,1,5.08,4,5,2.461751836652744,0.4283571588069989,0.5859284890426759
100830,Brenno,Fortaleza,356,Goleiro,1,Provável,0,5.99,0.17,3.83,9,Bahia,265,-1,3.83,3,4,4.842692088773213,0.2163943305949264,0.6393989983305509
99248,Bareiro,Fortaleza,356,Atacante,5,Provável,0,6.45,0.38,3.25,15,Bahia,265,-1,3.25,3,4,4.521483111083079,0.2163943305949264,0.5038759689922481
100652,Yuri Alberto,Corinthians,264,Atacante,5,Provável,0,11.11,-1.26,5.28,23,São Paulo,276,1,5.28,4,3,6.145038809990103,0.3928095872170439,0.4752475247524753
101027,Diego,Ceará,354,Lateral,2,Provável,0,9.82,0.21,5.67,25,Internacional,285,1,5.67,4,3,3.7724881267761026,0.4123087869085734,0.5773930753564155
101594,Hugo Moura,Vasco,267,Meia,4,Provável,0,4.55,-0.02,2.0,26,Grêmio,284,-1,2.0,2,3,3.1316351098968194,0.2575290390707497,0.43956043956043955
101651,Peixoto,Juventude,286,Meia,4,Provável,0,4.53,-0.41,3.56,9,Cruzeiro,283,1,3.56,4,3,4.00159690345964,0.5160341688839098,0.7858719646799117
101908,Willian Machado,Ceará,354,Zagueiro,3,Provável,0,6.16,0.55,4.06,29,Internacional,285,1,4.06,4,3,2.9747624817218763,0.4123087869085734,0.6590909090909091
101727,Matheuzinho,Corinthians,264,Lateral,2,Provável,0,10.02,-0.91,5.93,27,São Paulo,276,1,5.93,4,3,4.1138117717571,0.3928095872170439,0.591816367265469
102928,Canobbio,Fluminense,266,Atacante,5,Provável,0,6.95,-0.77,4.14,24,Flamengo,262,1,4.14,4,5,3.159480786550175,0.4283571588069989,0.59568345323741
103056,Gabriel Brazão,Santos,277,Goleiro,1,Provável,0,6.44,-1.34,4.06,32,Mirassol,2305,1,4.06,2,2,4.858662657828864,0.22475647422190545,0.6304347826086956
103445,Kaio Jorge,Cruzeiro,283,Atacante,5,Provável,0,14.63,-0.76,8.79,30,Juventude,286,-1,8.79,2,2,6.832233441057428,0.25878728469402046,0.6008202323991797
103576,Rafael Bilu,Juventude,286,Atacante,5,Provável,0,4.24,0.05,2.29,10,Cruzeiro,283,1,2.29,4,3,2.3418890760333726,0.5160341688839098,0.5400943396226415
104075,Sabino,São Paulo,276,Zagueiro,3,Provável,0,6.18,-0.04,4.12,26,Corinthians,264,-1,4.12,3,2,4.3064316836742975,0.31424766977363516,0.6666666666666667
104027,Rafael Guanaes,Mirassol,2305,Técnico,6,Provável,0,8.21,0.42,5.71,31,Santos,277,-1,5.71,3,3,2.442361003768131,0.2656212877167973,0.6954933008526187
103912,Hernán Crespo,São Paulo,276,Técnico,6,Provável,0,10.6,-0.24,6.38,21,Corinthians,264,-1,6.38,3,2,3.1607886091978115,0.31424766977363516,0.6018867924528302
104521,Vinícius Zanocelo,Ceará,354,Meia,4,Provável,0,5.34,1.18,2.88,9,Internacional,285,1,2.88,4,3,2.8393563433363638,0.4123087869085734,0.5393258426966292
101314,Ademir,Bahia,265,Atacante,5,Provável,0,6.31,0.88,3.83,24,Fortaleza,356,1,3.83,4,4,2.807053099150295,0.6138846258012097,0.6069730586370841
104754,Juan Vojvoda,Santos,277,Técnico,6,Provável,0,10.2,0.04,5.16,24,Mirassol,2305,1,5.16,2,2,2.672152565504697,0.22475647422190545,0.5058823529411766
105436,Carrascal,Flamengo,262,Meia,4,Provável,0,9.77,1.05,5.13,12,Fluminense,266,-1,5.13,2,2,5.2958531518595375,0.3099376029593303,0.5250767656090072
105258,Gastón Ávila,Fortaleza,356,Zagueiro,3,Provável,0,8.88,0.26,4.49,20,Bahia,265,-1,4.49,3,4,3.6509948175661298,0.2163943305949264,0.5056306306306306
105584,Lucas Piton,Vasco,267,Lateral,2,Provável,0,8.33,0.32,4.72,24,Grêmio,284,-1,4.72,2,3,4.666902814936043,0.2575290390707497,0.5666266506602641
105563,Carlos Vinícius,Grêmio,284,Atacante,5,Provável,0,10.95,1.83,6.78,10,Vasco,267,1,6.78,3,3,8.889575667913265,0.4810982048574446,0.6191780821917808
105531,Matheus Bidu,Corinthians,264,Lateral,2,Provável,0,9.73,0.19,5.64,23,São Paulo,276,1,5.64,4,3,3.4203413832343714,0.3928095872170439,0.579650565262076
105807,Luan Freitas,Juventude,286,Zagueiro,3,Provável,0,6.38,-0.55,4.39,9,Cruzeiro,283,1,4.39,4,3,2.227355182971748,0.5160341688839098,0.6880877742946708
106147,Thiago Carpini,Juventude,286,Técnico,6,Provável,0,7.48,-0.18,4.36,26,Cruzeiro,283,1,4.36,4,3,2.088026986213707,0.5160341688839098,0.5828877005347594
105990,Santiago Mingo,Bahia,265,Zagueiro,3,Provável,0,5.12,0.19,3.11,27,Fortaleza,356,1,3.11,4,4,3.04615960170972,0.6138846258012097,0.607421875
105903,José Aldo,Mirassol,2305,Meia,4,Provável,0,3.72,0.6,1.86,25,Santos,277,-1,1.86,3,3,2.003513580354939,0.2656212877167973,0.5
106202,Bruno Gomes,Internacional,285,Lateral,2,Provável,0,9.08,1.89,5.64,8,Ceará,354,-1,5.64,2,2,4.223044771590415,0.2838847385272145,0.6211453744493391
106593,Villalba,Cruzeiro,283,Zagueiro,3,Provável,0,9.26,1.04,5.43,28,Juventude,286,-1,5.43,2,2,4.18368429565548,0.25878728469402046,0.5863930885529157
107093,Luciano Juba,Bahia,265,Lateral,2,Provável,0,8.74,-0.37,5.35,28,Fortaleza,356,1,5.35,4,4,5.146328377318704,0.6138846258012097,0.6121281464530892
106708,Igor Formiga,Juventude,286,Lateral,2,Provável,0,8.99,-2.73,7.42,12,Cruzeiro,283,1,7.42,4,3,5.90148286450109,0.5160341688839098,0.8253615127919911
107812,Pierre,Fortaleza,356,Meia,4,Provável,0,4.54,0.98,2.4,7,Bahia,265,-1,2.4,3,4,2.3916521486202797,0.2163943305949264,0.5286343612334802
108469,Adonis Frías,Santos,277,Zagueiro,3,Provável,0,6.29,0.0,3.27,7,Mirassol,2305,1,3.27,2,2,2.3711560371221783,0.22475647422190545,0.519872813990461
108713,Galeano,Ceará,354,Atacante,5,Provável,0,7.25,0.47,5.01,30,Internacional,285,1,5.01,4,3,3.798682469718564,0.4123087869085734,0.6910344827586207
109401,Erick Pulga,Bahia,265,Atacante,5,Provável,0,8.74,-0.33,5.66,19,Fortaleza,356,1,5.66,4,4,4.579689141369635,0.6138846258012097,0.6475972540045767
110311,José Martínez,Corinthians,264,Meia,4,Provável,0,3.28,0.0,1.91,20,São Paulo,276,1,1.91,4,3,2.7165961674201977,0.3928095872170439,0.5823170731707317
110426,Bernabéi,Internacional,285,Lateral,2,Provável,0,12.45,0.16,5.6,24,Ceará,354,-1,5.6,2,2,3.7933484882914716,0.2838847385272145,0.4497991967871486
109573,Martinelli,Fluminense,266,Meia,4,Provável,0,5.93,0.0,2.59,26,Flamengo,262,1,2.59,4,5,2.8410534340952855,0.4283571588069989,0.43676222596964587
111309,Gustavo Martins,Grêmio,284,Zagueiro,3,Provável,0,7.97,-0.23,4.19,13,Vasco,267,1,4.19,3,3,3.525656876421245,0.4810982048574446,0.5257214554579674
112709,Kaiki Bruno,Cruzeiro,283,Lateral,2,Provável,0,11.9,0.97,7.63,30,Juventude,286,-1,7.63,2,2,3.3462622826622264,0.25878728469402046,0.6411764705882352
113078,Mancuso,Fortaleza,356,Lateral,2,Provável,0,7.71,0.14,4.66,22,Bahia,265,-1,4.66,3,4,3.7966976993057298,0.2163943305949264,0.6044098573281453
115594,Marcos Paulo,Juventude,286,Lateral,2,Provável,0,3.21,-0.58,1.85,15,Cruzeiro,283,1,1.85,4,3,3.3118546091851546,0.5160341688839098,0.5763239875389409
114405,Sinisterra,Cruzeiro,283,Atacante,5,Provável,0,6.78,0.0,2.85,7,Juventude,286,-1,2.85,2,2,3.810449292343858,0.25878728469402046,0.42035398230088494
115537,Marcos Victor,Ceará,354,Zagueiro,3,Provável,0,6.76,0.02,4.92,10,Internacional,285,1,4.92,4,3,2.404532756644787,0.4123087869085734,0.727810650887574
113034,Freytes,Fluminense,266,Zagueiro,3,Provável,0,4.91,-0.25,3.04,26,Flamengo,262,1,3.04,4,5,2.6156805262463942,0.4283571588069989,0.6191446028513238
116447,Hércules,Fluminense,266,Meia,4,Provável,0,6.71,0.76,3.2,27,Flamengo,262,1,3.2,4,5,3.989691131859123,0.4283571588069989,0.4769001490312966
116589,Lucas Gazal,Fortaleza,356,Zagueiro,3,Provável,0,4.94,0.0,3.37,3,Bahia,265,-1,3.37,3,4,1.975685535031659,0.2163943305949264,0.6821862348178137
117330,Robert Renan,Vasco,267,Zagueiro,3,Provável,0,6.45,0.01,3.53,11,Grêmio,284,-1,3.53,2,3,3.829645129536393,0.2575290390707497,0.5472868217054263
117910,Breno Bidon,Corinthians,264,Meia,4,Provável,0,7.12,-0.3,3.53,29,São Paulo,276,1,3.53,4,3,3.5165302816376935,0.3928095872170439,0.49578651685393255
118775,Lautaro Díaz,Santos,277,Atacante,5,Provável,0,5.92,1.38,3.28,17,Mirassol,2305,1,3.28,2,2,4.6553100610706775,0.22475647422190545,0.5540540540540541
122302,Cristian,Mirassol,2305,Atacante,5,Provável,0,4.52,-0.08,3.0,25,Santos,277,-1,3.0,3,3,3.2107008580682193,0.2656212877167973,0.6637168141592921
122485,Barros,Vasco,267,Meia,4,Provável,0,5.53,0.09,3.21,12,Grêmio,284,-1,3.21,2,3,2.2954500450000888,0.2575290390707497,0.5804701627486437
122486,Rayan,Vasco,267,Atacante,5,Provável,0,10.18,1.19,7.29,28,Grêmio,284,-1,7.29,2,3,5.2843822502914914,0.2575290390707497,0.7161100196463654
123744,Alan Rodríguez,Internacional,285,Meia,4,Provável,0,5.53,-0.19,2.83,10,Ceará,354,-1,2.83,2,2,2.011522364335585,0.2838847385272145,0.511754068716094
123738,Herrera,Fortaleza,356,Atacante,5,Provável,0,5.49,-0.12,3.47,13,Bahia,265,-1,3.47,3,4,2.226875470019453,0.2163943305949264,0.6320582877959927
125488,João Pedro,Corinthians,264,Zagueiro,3,Provável,0,6.16,0.0,4.58,12,São Paulo,276,1,4.58,4,3,3.1237603601875077,0.3928095872170439,0.7435064935064934
126471,Barreal,Santos,277,Meia,4,Provável,0,9.78,-0.5,5.92,28,Mirassol,2305,1,5.92,2,2,5.363264227557987,0.22475647422190545,0.6053169734151329
130811,Souza,Santos,277,Lateral,2,Provável,0,7.42,-0.3,4.41,18,Mirassol,2305,1,4.41,2,2,4.468250377710329,0.22475647422190545,0.5943396226415094
