atleta_id,fbref_xG_jogo,fbref_xA_jogo
101752,0.03333333333333333,0.08
101768,0.0,0.0
101798,0.0,0.0
101820,0.0,0.0
101908,0.0,0.0
101960,0.0,0.0
101995,0.0,0.0
101997,0.0,0.0
102067,0.0,0.0
102096,,
102130,0.0,0.0
102253,0.07741935483870968,0.035483870967741936
102256,0.0,0.0
102290,,
102292,,
102299,,
102302,,
102310,,
102318,0.0,0.0
102340,0.0,0.0
102464,0.0,0.0
102561,0.0,0.0
102598,0.0,0.0
102599,,
102796,,
102878,0.0,0.0
102906,0.08148148148148149,0.1037037037037037
102909,,
102911,,
102928,0.0,0.0
102950,0.0,0.0
102975,0.0,0.0
103014,0.0,0.0
103056,0.0,0.0
103076,,
103088,,
103179,0.0,0.0
103195,,
103261,,
103295,0.0,0.0
103347,0.0,0.0
103388,0.0,0.0
103445,0.540625,0.10625
103448,,
103523,0.0,0.0
103575,0.0,0.0
103576,0.0,0.0
103582,,
103645,,
103672,0.0,0.0
103684,,
103695,,
103700,,
103764,0.0,0.0
103767,0.0,0.0
103777,,
103912,,
103987,,
103996,,
104017,0.0,0.0
104027,,
104075,0.0,0.0
104084,0.0,0.0
104085,0.0,0.0
104118,0.0,0.003448275862068966
104125,0.0,0.0
104134,0.013333333333333334,0.04
104153,0.0,0.0
104191,0.0,0.0
104204,0.0,0.0
104219,,
104250,0.0,0.0
104253,0.0,0.0
104257,0.0,0.0
104271,0.0,0.0
104276,0.0,0.0
104330,0.13333333333333333,0.011111111111111112
104360,,
104383,,
104385,,
104401,0.0,0.0
104414,0.0,0.0
104502,0.17500000000000002,0.1392857142857143
104513,,
104519,0.0,0.0
104521,0.0,0.0
104528,0.0,0.0
104530,,
104578,0.0,0.0
104580,0.0,0.0
104588,0.0,0.0
104593,0.0,0.0
104625,0.0,0.0
104640,0.0,0.0
104646,,
104649,0.0,0.0
104660,,
104666,0.0,0.0
104693,0.0,0.0
104715,,
104754,,
104758,0.0,0.0
104759,,
104778,,
104783,0.0,0.0
104811,,
104849,0.0,0.0
104926,0.0,0.0
104994,0.0,0.0
105003,,
105047,0.0,0.03333333333333333
105049,,
105068,0.0,0.0
105114,0.0,0.0
105171,0.0,0.0
105175,0.0,0.0
105208,,
105213,0.0,0.0
105214,0.0,0.0
105258,0.0,0.0
105300,0.0,0.0
105301,,
105336,0.0,0.0
105337,0.0,0.0
105373,0.0,0.0
105433,,
105436,0.14,0.1
105531,0.0,0.0
105547,,
105563,0.0,0.0
105568,0.0,0.0
105584,0.0,0.0
105585,0.0,0.0
105608,,
105612,0.0,0.0
105631,,
105647,0.0,0.0
105672,,
105770,,
105786,0.0,0.0
105807,0.0,0.0
105811,0.0,0.0
105842,0.010526315789473684,0.021052631578947368
105844,,
105845,0.0,0.0
105900,0.0,0.0
105901,,
105902,0.0,0.0
105903,0.0,0.0
105909,,
105911,0.0,0.0
105934,0.0,0.0
105949,0.0,0.0
105990,0.0,0.0
106000,0.0,0.0
106002,0.0,0.0
106082,0.0,0.0
106083,0.0,0.0
106107,,
106108,0.0,0.0
106147,,
106160,0.0,0.0
106199,,
106201,,
106202,0.0,0.0
106294,0.0,0.0
106299,0.0,0.0
106323,0.0,0.0
106327,,
106371,,
106434,0.0,0.0
106593,0.060000000000000005,0.01
106681,0.0,0.0
106704,0.0,0.0
106708,,
106803,,
106819,0.0,0.0
106821,,
106822,0.0,0.0
106823,,
106824,0.0,0.0
106829,0.0,0.0
106830,,
106831,0.0,0.0
106835,,
106918,0.0,0.0
106931,0.0,0.0
106950,,
107039,,
107044,,
107052,0.12,0.0
107093,0.0,0.0
107107,,
107109,0.0,0.0
107110,0.0,0.0
107111,0.0,0.0
107170,0.0,0.0
107172,0.0,0.0
107173,0.0,0.0
107174,0.0,0.0
107179,0.0,0.0
107183,0.0,0.0
107186,,
107197,,
107203,,
107221,0.0,0.0
107225,,
107226,,
107231,0.0,0.0
107236,0.0,0.0
107238,0.0,0.0
107251,,
107256,0.0,0.0
107259,,
107261,,
107344,,
107375,,
107416,0.0,0.0
107498,0.0,0.0
107513,0.0,0.0
107516,0.0,0.0
107554,0.0,0.0
107555,,
107645,,
107666,,
107676,0.0,0.0
107726,0.0,0.0
107744,0.0,0.0
107745,,
107748,0.0,0.0
107771,,
107795,0.0,0.0
107796,0.0,0.0
107798,0.0,0.0
107800,,
107801,0.0,0.0
107803,,
107807,,
107809,,
107812,0.0,0.0
107870,,
107873,0.0,0.0
107908,0.0,0.0
107945,,
107950,0.0,0.0
107972,0.0,0.0
107989,0.0,0.0
108131,,
108133,0.0,0.0
108148,,
108163,,
108176,0.0,0.0
108201,,
108211,,
108274,,
108279,0.0,0.0
108352,,
108358,0.0,0.0
108422,0.0,0.0
108469,0.0,0.0
108474,0.0,0.0
108509,0.0,0.0
108528,0.0,0.0
108548,0.0,0.0
108588,0.0,0.0
108624,,
108659,,
108670,0.015384615384615385,0.007692307692307693
108671,0.0,0.0
108683,0.0,0.0
108712,,
108713,0.0,0.0
108714,0.0,0.0
108715,,
108741,,
108752,0.0,0.0
108946,0.0,0.0
109096,0.4095238095238095,0.10476190476190476
109114,,
109138,0.0,0.0
109199,0.0,0.0
109240,,
109246,,
109282,,
109389,0.0,0.0
109401,0.0,0.0
109404,,
109412,,
109426,0.0,0.0
109461,0.0,0.0
109463,0.0,0.0
109497,,
109563,0.0,0.0
109573,0.0,0.0
109591,,
109639,,
109667,0.0,0.0
109668,0.0,0.0
109899,0.0,0.0
109963,0.0,0.0
109966,0.0,0.0
109967,,
110013,,
110021,,
110055,0.0,0.0
110193,0.0,0.0
110270,,
110303,,
110311,0.0,0.0
110415,0.0,0.0
110426,0.0,0.0
110506,,
110510,0.0,0.0
110512,,
110517,0.0,0.0
110542,0.0,0.0
110605,0.0,0.0
110607,0.0,0.0
110623,,
110632,0.0,0.0
110667,0.0,0.0
110668,,
110698,,
110703,,
110708,,
110715,,
110727,0.0,0.0
110750,0.0,0.0
110759,0.0,0.0
110760,0.0,0.0
110776,,
110818,,
110909,0.0,0.0
110928,,
110962,0.0,0.0
110995,,
111005,0.0,0.0
111017,,
111156,0.0,0.0
111166,0.0,0.0
111204,,
111246,0.0,0.0
111309,0.0,0.0
111332,0.0,0.0
111333,0.0,0.0
111392,0.08148148148148149,0.1037037037037037
111402,,
111407,0.0,0.0
111408,0.0,0.0
111412,,
111428,,
111466,0.0,0.0
111491,,
111547,,
111577,,
111578,0.0,0.0
111594,0.0,0.0
111637,0.0,0.0
111652,,
111682,0.0,0.0
111683,0.0,0.0
111688,,
111690,0.0,0.0
111694,0.4095238095238095,0.10476190476190476
111713,0.0,0.0
111721,0.0,0.0
111757,0.0,0.1
111759,0.0,0.0
111760,0.0,0.0
111763,0.0,0.0
111766,0.0,0.0
111769,0.0,0.0
111771,,
111813,,
111819,,
111829,0.0,0.0
111831,0.0,0.0
111832,0.0,0.0
111834,,
111839,,
111841,0.0,0.0
111879,,
111888,,
111891,0.0,0.0
111945,,
111949,,
111951,0.11000000000000001,0.034999999999999996
111996,,
112017,,
112060,0.0,0.0
112136,0.0,0.0
112140,0.0,0.0
112327,,
112367,,
112368,,
112370,,
112379,,
112616,,
112709,0.103125,0.14375
112734,,
112831,,
112863,0.0,0.0
112869,0.0,0.0
112886,0.0,0.0
112906,0.0,0.0
112913,0.0,0.0
112984,0.07777777777777778,0.17777777777777778
112985,0.103125,0.14375
113010,,
113034,0.0,0.0
113061,,
113073,0.0,0.0
113078,0.0,0.0
113103,,
113157,0.0,0.0
113158,0.029411764705882353,0.03529411764705882
113203,,
113228,,
113295,,
113311,,
113350,,
113359,0.0,0.0
113384,,
113397,0.0,0.0
113434,,
113558,0.0,0.0
113663,0.0,0.0
113687,0.0,0.0
113690,0.0,0.0
113857,,
114138,0.0,0.0
114174,,
114311,0.0,0.0
114334,0.0,0.0
114374,,
114400,0.0,0.0
114405,0.05555555555555555,0.011111111111111112
114497,,
114790,0.0,0.0
114802,0.0,0.0
115025,0.0,0.0
115061,,
115100,0.0,0.0
115141,0.0,0.0
115239,0.02727272727272727,0.09090909090909091
115246,0.0,0.0
115248,0.0,0.0
115268,0.0,0.0
115270,0.0,0.0
115273,,
115404,0.0,0.0
115502,,
115511,0.0,0.0
115537,0.0,0.0
115562,,
115563,0.0,0.0
115586,0.0,0.0
115594,0.0,0.0
115671,0.0,0.0
115674,0.0,0.0
115678,,
115733,0.0,0.0
115791,,
115806,,
115914,0.01764705882352941,0.0058823529411764705
115915,0.0,0.0
115958,,
115959,,
115986,,
115997,,
115998,,
116012,0.0,0.0
116013,,
116021,,
116025,0.07777777777777778,0.17777777777777778
116034,0.0,0.0
116056,0.0,0.0
116065,0.0,0.0
116137,,
116282,,
116432,,
116447,0.0,0.0
116450,0.0,0.0
116461,0.03333333333333333,0.08333333333333333
116522,,
116589,0.0,0.0
116655,,
116672,,
116706,0.0,0.0
116834,,
116994,,
117061,0.0,0.0
117199,0.0,0.0
117314,0.0,0.0
117330,0.0,0.0
117336,0.0,0.0
117350,0.103125,0.14375
117403,0.0,0.0
117459,0.0,0.0
117579,0.0,0.0
117622,,
117632,0.0,0.0
117711,,
117818,0.0,0.0
117819,0.0,0.0
117842,0.12,0.0
117849,0.0,0.0
117870,0.0,0.0
117909,0.0,0.0
117910,0.0,0.0
117930,0.0,0.0
118175,,
118181,,
118238,0.0,0.0
118304,,
118305,,
118368,,
118387,,
118433,0.0,0.0
118563,,
118676,,
118701,0.0,0.0
118708,0.0,0.0
118745,,
118747,0.0,0.0
118752,,
118758,0.0,0.0
118774,0.0,0.0
118775,0.0,0.0
118802,,
118843,,
118844,,
120397,,
120443,0.0,0.0
120444,0.0,0.0
120445,0.0,0.0
120566,0.0,0.0
120612,,
120684,,
120856,,
120895,,
121184,0.0,0.0
121237,0.0,0.0
121268,0.0,0.0
121327,,
121331,,
121397,0.0,0.0
121398,0.0,0.0
121399,,
121400,,
121593,,
121668,0.0,0.0
121752,,
121762,,
121792,0.0,0.0
121796,,
121821,0.0,0.0
121823,0.0,0.0
121824,0.0,0.0
121827,0.0,0.0
121830,0.06363636363636363,0.02727272727272727
121866,0.0,0.0
121985,,
122127,0.0,0.0
122166,0.0,0.0
122293,,
122300,0.0,0.0
122302,0.0,0.0
122321,0.0,0.0
122378,0.0,0.0
122393,,
122394,0.0,0.0
122396,0.0,0.0
122406,0.0,0.0
122413,,
122420,0.0,0.0
122439,0.0,0.0
122485,0.0,0.0
122486,0.0,0.0
122487,0.0,0.0
122525,,
122539,0.0,0.0
122573,0.075,0.1375
122602,0.0,0.0
122660,0.0,0.0
122668,,
122755,0.0,0.0
122781,0.0,0.0
122797,,
122861,0.0,0.0
122887,,
122897,0.0,0.0
122990,0.0,0.0
122991,,
123004,0.0,0.0
123022,0.0,0.0
123153,0.0,0.0
123359,0.0,0.0
123360,0.0,0.0
123648,,
123649,0.08148148148148149,0.1037037037037037
123713,,
123717,0.0,0.0
123738,0.0,0.0
123744,0.0,0.0
123788,0.0,0.0
123795,0.0,0.0
123873,0.0,0.0
123907,0.0,0.0
123960,0.022222222222222223,0.0
123961,0.0,0.0
124158,0.0,0.0
124239,0.0,0.0
124247,0.0,0.0
124251,0.0,0.0
124265,,
124271,0.0,0.0
124275,0.0,0.0
124280,0.0,0.0
124313,0.0,0.0
124340,,
124369,0.0,0.0
124481,0.0,0.0
124487,,
124526,0.0,0.0
124661,0.0,0.0
124674,0.0,0.0
124690,,
124728,,
124757,0.0,0.0
124821,,
124834,,
124912,0.0,0.041666666666666664
125000,,
125050,0.103125,0.14375
125081,,
125467,0.0,0.0
125468,,
125469,0.0,0.0
125470,,
125471,,
125487,0.0,0.0
125488,0.0,0.0
125596,,
125803,,
125926,,
125992,,
126010,,
126116,0.0,0.0
126117,0.0,0.0
126182,0.0,0.0
126216,0.0,0.0
126387,0.0,0.0
126471,0.0,0.0
126900,0.0,0.0
126910,,
126977,0.0,0.0
127242,0.0,0.0
127273,0.0,0.0
127932,,
127970,,
127971,0.0,0.0
128099,,
128327,,
128431,,
128478,0.0,0.0
128518,0.0,0.0
128668,,
128677,,
128915,0.0,0.0
129002,,
129202,,
129227,,
129233,,
129316,,
129317,0.03333333333333333,0.03333333333333333
129663,0.0,0.0
129666,0.0,0.0
129766,,
130020,,
130048,0.0,0.0
130254,0.0,0.0
130255,0.0,0.0
130265,0.0,0.0
130279,0.0,0.0
130284,,
130319,0.013333333333333334,0.04
130382,0.0,0.0
130386,0.0,0.0
130393,0.0,0.0
130398,,
130414,0.0,0.0
130438,0.0,0.0
130507,0.0,0.0
130609,,
130612,0.0,0.0
130650,0.0,0.0
130811,0.0,0.0
130847,,
130884,0.0,0.0
130889,0.0,0.0
130905,,
130951,,
130986,,
131455,0.0,0.0
131512,0.0,0.0
131515,0.0,0.0
131516,0.0,0.0
131518,0.0,0.0
131617,0.0,0.0
131753,0.0,0.0
131825,0.0,0.0
131991,,
132071,0.0,0.0
132264,0.0,0.0
132553,0.0,0.0
132580,0.0,0.0
132682,,
132733,0.0,0.0
132984,,
133528,,
133543,0.0,0.0
133566,,
133669,0.0,0.0
133673,0.0,0.0
133677,,
133679,0.0,0.0
133690,,
134246,0.0,0.0
134678,0.0,0.0
136156,0.0,0.0
136306,0.0,0.0
136955,0.0,0.0
137166,0.0,0.0
137324,,
137542,0.0,0.0
137543,0.12,0.0
137618,0.0,0.0
137848,,
138021,0.0,0.0
139000,,
139076,,
139345,0.0,0.0
139455,,
140364,0.0,0.0
140365,0.0,0.0
140484,0.0,0.0
140485,0.0,0.0
140492,0.0,0.0
140541,0.0,0.0
140542,0.0,0.0
140906,0.0,0.0
141040,0.0,0.0
141139,0.0,0.0
141150,0.0,0.0
141156,0.0,0.0
141160,0.0,0.0
141162,0.0,0.0
141400,0.0,0.0
141401,0.0,0.0
141419,,
141451,0.0,0.0
141452,0.0,0.0
141453,0.0,0.0
141467,0.0,0.0
141493,0.0,0.0
141525,0.0,0.0
141526,0.0,0.0
141607,0.0,0.0
141609,0.0,0.0
141611,0.0,0.0
141614,0.0,0.0
141754,0.0,0.0
141763,0.0,0.0
141806,0.0,0.0
141995,0.0,0.0
141996,0.0,0.0
142004,0.0,0.0
142086,0.0,0.0
142279,0.0,0.0
142484,0.0,0.0
142867,0.0,0.0
142890,0.0,0.0
143194,,
143253,0.0,0.0
143411,,
143488,0.0,0.0
143600,0.0,0.13999999999999999
145099,0.025,0.0
145269,,
145379,,
145400,0.0,0.0
145429,,
145510,0.0,0.05
145647,0.0,0.0
145659,0.0,0.0
145679,,
145744,0.0,0.0
145750,0.0,0.0
146375,0.0,0.0
146410,0.0,0.0
146623,0.0,0.0
146625,0.0,0.0
146807,0.0,0.0
