atleta_id,nome,clube,clube_id,posicao,posicao_id,status,pontos_num,preco_num,variacao_num,media_num,jogos_num,G,A,FT,FD,FF,FS,PP,I,DP,CV,CA,GC,SG,DE,DS,GS,FC,PC
95332,Marcinho,CHA,315,Atacante,5,Provável,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101393,Eduardo Doma,CHA,315,Zagueiro,3,Provável,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97969,Marcos Vinícius,CHA,315,Lateral,2,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105664,Walter Clar,CHA,315,Lateral,2,Provável,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107516,Ênio,CHA,315,Atacante,5,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104470,Everton,CHA,315,Lateral,2,Provável,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104519,Camilo,CHA,315,Meia,4,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103987,Higor Meritão,CHA,315,Meia,4,Provável,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102906,Anderson,CHA,315,Goleiro,1,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111279,Mancha,CHA,315,Lateral,2,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109336,Rafael Carvalheira,CHA,315,Meia,4,Provável,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107453,João Paulo,CHA,315,Zagueiro,3,Provável,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122138,João Vitor,CHA,315,Meia,4,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111802,Jhonnathan,CHA,315,Zagueiro,3,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116066,Rubens,CHA,315,Atacante,5,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130414,Robert,CHA,315,Meia,4,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121870,Gustavo Talles,CHA,315,Lateral,2,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130843,Arthur Dias,CAP,293,Zagueiro,3,Provável,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123625,Ítalo,CHA,315,Atacante,5,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140438,David,CHA,315,Meia,4,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99552,Rossi,FLA,262,Goleiro,1,Provável,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130806,Kauan,CHA,315,Zagueiro,3,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99147,Rodrigo Rodrigues,MIR,2305,Atacante,5,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110426,Bernabéi,INT,285,Lateral,2,Provável,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130619,Mailson,CHA,315,Atacante,5,Provável,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141812,Palacios,CHA,315,Atacante,5,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68708,Eduardo,MIR,2305,Meia,4,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97900,Vitão,FLA,262,Zagueiro,3,Nulo,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124674,Felipe Negrucci,SAO,276,Meia,4,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78850,Reinaldo,MIR,2305,Lateral,2,Provável,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89368,Braithwaite,GRE,284,Atacante,5,Nulo,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51772,Everton Ribeiro,BAH,265,Meia,4,Provável,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89837,Lucho Acosta,FLU,266,Meia,4,Provável,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112709,Kaiki Bruno,CRU,283,Lateral,2,Provável,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141776,Gustavo Henrique,SAN,277,Meia,4,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100652,Yuri Alberto,COR,264,Atacante,5,Provável,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80287,Luciano,SAO,276,Atacante,5,Provável,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109573,Martinelli,FLU,266,Meia,4,Provável,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89274,Andreas Pereira,PAL,275,Meia,4,Contundido,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126471,Barreal,SAN,277,Meia,4,Provável,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122781,Caballero,SAN,277,Atacante,5,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39148,Hulk,CAM,282,Atacante,5,Provável,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147297,William Fernando,CRU,283,Lateral,2,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115025,Miguelito,SAN,277,Meia,4,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144423,Nicolas Pontes,CRU,283,Lateral,2,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117842,Vitinho,CRU,283,Meia,4,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122127,Fernando,CRU,283,Atacante,5,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133673,Mateus Xavier,SAN,277,Atacante,5,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142049,Bruno Alves,CRU,283,Zagueiro,3,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106104,Enamorado,GRE,284,Atacante,5,Nulo,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146992,Cauan Baptistella,CRU,283,Meia,4,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103445,Kaio Jorge,CRU,283,Atacante,5,Provável,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128433,Johan Rojas,VAS,267,Meia,4,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147287,Kaiquy Luiz,CRU,283,Zagueiro,3,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123649,Janderson,CRU,283,Zagueiro,3,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146991,Rhuan Gabriel,CRU,283,Meia,4,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94583,Pedro,FLA,262,Atacante,5,Provável,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142130,Marcelo Eráclito,CRU,283,Goleiro,1,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86292,Bolasie,CHA,315,Atacante,5,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78946,Dória,SAO,276,Zagueiro,3,Nulo,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114802,Vitor Roque,PAL,275,Atacante,5,Provável,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112367,Thalisson Gabriel,REM,364,Zagueiro,3,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91639,Igor Cariús,MIR,2305,Lateral,2,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101908,Willian Machado,MIR,2305,Zagueiro,3,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115986,Denilson,MIR,2305,Meia,4,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118655,Saldivia,VAS,267,Zagueiro,3,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145400,Cauê,RBB,280,Lateral,2,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108713,Galeano,MIR,2305,Atacante,5,Nulo,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126182,Paulinho,INT,285,Meia,4,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81121,Lucas Mugni,MIR,2305,Meia,4,Nulo,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131516,JP Chermont,SAN,277,Lateral,2,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133696,Wallace Davi,FLU,266,Meia,4,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124758,Gustavo Henrique,RBB,280,Zagueiro,3,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126120,Marcelinho,RBB,280,Meia,4,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122487,GB,VAS,267,Atacante,5,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130255,Guilherme Estrella,VAS,267,Meia,4,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130280,Phillipe Gabriel,VAS,267,Goleiro,1,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132412,Román Gómez,BAH,265,Lateral,2,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141139,Mateus Iseppe,CAM,282,Meia,4,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94514,Lucas Oliveira,MIR,2305,Zagueiro,3,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147090,Kauã Pascini,CAM,282,Lateral,2,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102909,Luan Vinícius,SAO,276,Meia,4,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90061,Bruno Pacheco,CHA,315,Lateral,2,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114040,Minda,CAM,282,Atacante,5,Nulo,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141131,Vitão,CAM,282,Zagueiro,3,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94154,Maycon,CAM,282,Meia,4,Nulo,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146894,João Bom,CHA,315,Atacante,5,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70666,Marllon,REM,364,Zagueiro,3,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130048,Noriega,GRE,284,Zagueiro,3,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83433,Patrick,REM,364,Meia,4,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91251,Rodrigues,MIR,2305,Zagueiro,3,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103183,Andrew,FLA,262,Goleiro,1,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143455,PH Gama,REM,364,Meia,4,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93988,Breno Lopes,CFC,294,Atacante,5,Provável,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101254,Alef Manga,REM,364,Atacante,5,Provável,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106302,Preciado,CAM,282,Lateral,2,Nulo,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122439,Isaac,CAP,293,Atacante,5,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68685,Alan Patrick,INT,285,Meia,4,Provável,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104502,Christian,CRU,283,Meia,4,Provável,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100842,Ruan,CAM,282,Zagueiro,3,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99198,Vegetti,VAS,267,Atacante,5,Nulo,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115563,Rodriguinho,CRU,283,Meia,4,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103056,Gabriel Brazão,SAN,277,Goleiro,1,Provável,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73717,Juan Carlos Osorio,REM,364,Técnico,6,Provável,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97810,Erick,VIT,287,Atacante,5,Provável,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92171,Arthur Cabral,BOT,263,Atacante,5,Dúvida,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68899,Philippe Coutinho,VAS,267,Meia,4,Provável,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68928,Rafael,SAO,276,Goleiro,1,Provável,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105949,Rochet,INT,285,Goleiro,1,Provável,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69012,Santos,CAP,293,Goleiro,1,Provável,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104758,Enzo Díaz,SAO,276,Lateral,2,Nulo,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63007,Neymar,SAN,277,Meia,4,Contundido,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42234,Cássio,CRU,283,Goleiro,1,Provável,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72294,Everson,CAM,282,Goleiro,1,Provável,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61987,Alex Sandro,FLA,262,Lateral,2,Provável,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96591,Renan Lodi,CAM,282,Lateral,2,Provável,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100898,Vitinho,BOT,263,Lateral,2,Provável,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87008,Léo Jardim,VAS,267,Goleiro,1,Provável,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80196,Yago Pikachu,REM,364,Meia,4,Provável,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90768,Fabrício Bruno,CRU,283,Zagueiro,3,Provável,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37656,Fábio,FLU,266,Goleiro,1,Provável,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105436,Carrascal,FLA,262,Meia,4,Provável,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101727,Matheuzinho,COR,264,Lateral,2,Provável,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99274,Alexander Barboza,BOT,263,Zagueiro,3,Provável,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115248,Jhon Jhon,RBB,280,Meia,4,Provável,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91772,David Duarte,BAH,265,Zagueiro,3,Provável,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80313,Gilberto,BAH,265,Lateral,2,Provável,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85425,João Paulo,BAH,265,Goleiro,1,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123717,Zé Guilherme,BAH,265,Lateral,2,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97868,Iago,BAH,265,Lateral,2,Nulo,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91101,Ronaldo,BAH,265,Goleiro,1,Provável,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109401,Erick Pulga,BAH,265,Atacante,5,Provável,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68996,Willian José,BAH,265,Atacante,5,Provável,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98484,Kanu,BAH,265,Zagueiro,3,Provável,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98022,Erick,BAH,265,Meia,4,Nulo,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101314,Ademir,BAH,265,Atacante,5,Provável,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105373,Gabriel Xavier,BAH,265,Zagueiro,3,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104783,Acevedo,BAH,265,Meia,4,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113397,Cristian Olivera,BAH,265,Atacante,5,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106323,Caio Alexandre,BAH,265,Meia,4,Provável,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98517,Jean Lucas,BAH,265,Meia,4,Provável,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105990,Santiago Mingo,BAH,265,Zagueiro,3,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107173,Michel Araújo,BAH,265,Meia,4,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122994,Victor Nascimento,BAH,265,Goleiro,1,Nulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123360,Cauly,BAH,265,Meia,4,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90449,Rezende,BAH,265,Meia,4,Nulo,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111829,Kayky,BAH,265,Atacante,5,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68806,Neto,BOT,263,Goleiro,1,Nulo,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141419,Fredi Lippert,BAH,265,Zagueiro,3,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145379,Kauê Furquim,BAH,265,Atacante,5,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106822,Rodrigo Nestor,BAH,265,Meia,4,Nulo,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136955,Sanabria,BAH,265,Atacante,5,Nulo,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97341,Rogério Ceni,BAH,265,Técnico,6,Provável,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72493,Alex Telles,BOT,263,Lateral,2,Provável,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129663,Ruan Pablo,BAH,265,Atacante,5,Nulo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96353,Joaquín Correa,BOT,263,Atacante,5,Dúvida,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101002,Júnior Santos,CAM,282,Atacante,5,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111831,Matheus Martins,BOT,263,Atacante,5,Nulo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107183,Léo Linck,BOT,263,Goleiro,1,Provável,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108274,David Ricardo,BOT,263,Zagueiro,3,Nulo,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
